"C1733","麻染整精加工","C173","ALL,C,C17,C173,C1733","STD_GB_4754-2011","行业大小类","0","0",
"C174","丝绢纺织及印染精加工","C17","ALL,C,C17,C174","STD_GB_4754-2011","行业大小类","0","0",
"C1741","缫丝加工","C174","ALL,C,C17,C174,C1741","STD_GB_4754-2011","行业大小类","0","0",
"C1742","绢纺和丝织加工","C174","ALL,C,C17,C174,C1742","STD_GB_4754-2011","行业大小类","0","0",
"C1743","丝印染精加工","C174","ALL,C,C17,C174,C1743","STD_GB_4754-2011","行业大小类","0","0",
"C175","化纤织造及印染精加工","C17","ALL,C,C17,C175","STD_GB_4754-2011","行业大小类","0","0",
"C1751","化纤织造加工","C175","ALL,C,C17,C175,C1751","STD_GB_4754-2011","行业大小类","0","0",
"C1752","化纤织物染整精加工","C175","ALL,C,C17,C175,C1752","STD_GB_4754-2011","行业大小类","0","0",
"C176","针织或钩针编织物及其制品制造","C17","ALL,C,C17,C176","STD_GB_4754-2011","行业大小类","0","0",
"C1761","针织或钩针编织物织造","C176","ALL,C,C17,C176,C1761","STD_GB_4754-2011","行业大小类","0","0",
"C1762","针织或钩针编织物印染精加工","C176","ALL,C,C17,C176,C1762","STD_GB_4754-2011","行业大小类","0","0",
